"","file","words"
"6660","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","kalasë"
"6661","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","çatinë"
"6662","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","thërrisni"
"6663","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","trishtua"
"6664","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","jefteut"
"6665","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","realizohen"
"6666","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","urrejtje"
"6667","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","dhelprat"
"6668","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","lidhjet"
"6669","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","plaku"
"6670","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","poshtërsi"
"6671","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","floku"
"6672","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","gabuar"
"6673","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","agjëruan"
"6674","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","rimonit"
"6675","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","mbrapa"
"6676","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","tepruar"
"6677","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","gëzoj"
"6678","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","thyhen"
"6679","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","finehasit"
"6680","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","silluni"
"6681","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","masakra"
"6682","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","derdhën"
"6683","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","trajtohen"
"6684","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","vajosuri"
"6685","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","ndaluni"
"6686","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","përshëndetur"
"6687","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","sipërfaqe"
"6688","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","rraskapitur"
"6689","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","kurseu"
"6690","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","parzmore"
"6691","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","ngarkesën"
"6692","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","dërgonte"
"6693","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","komplotuar"
"6694","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","kejlah"
"6695","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","pronat"
"6696","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","abigail"
"6697","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","nabali"
"6698","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","ngulur"
"6699","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","flinin"
"6700","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","plaçkitje"
"6701","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","gilboa"
"6702","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","varën"
"6703","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","mësonin"
"6704","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","ishboshethit"
"6705","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","lajmi"
"6706","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","harpave"
"6707","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","drejtojë"
"6708","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","nënshtetas"
"6709","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","mbronte"
"6710","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","detyroi"
"6711","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","uriahut"
"6712","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","agjëruar"
"6713","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","largoje"
"6714","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","dallojë"
"6715","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","pyes"
"6716","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","tanishme"
"6717","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","kapë"
"6718","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","mallkojë"
"6719","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","sterna"
"6720","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","komandantëve"
"6721","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","pylli"
"6722","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","shpenzimet"
"6723","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","puthur"
"6724","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","shebas"
"6725","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","gishtërinj"
"6726","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","thëngjij"
"6727","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","pabesisht"
"6728","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","përshpirtshëm"
"6729","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","njihja"
"6730","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","kryetari"
"6731","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","netofa"
"6732","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","dhembshuria"
"6733","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","delesh"
"6734","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","anathoth"
"6735","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","zgjatur"
"6736","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","elahut"
"6737","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","përmbush"
"6738","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","kerubini"
"6739","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","kanate"
"6740","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","portikun"
"6741","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","vazo"
"6742","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","bronzit"
"6743","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","shandanët"
"6744","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","ndërtova"
"6745","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","gjellët"
"6746","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","fildishi"
"6747","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","shkallëza"
"6748","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","tregtarëve"
"6749","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","trimëritë"
"6750","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","omri"
"6751","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","jezebelit"
"6752","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","ndreqi"
"6753","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","furishme"
"6754","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","benhadadit"
"6755","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","mikajahun"
"6756","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","jozafatin"
"6757","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","kujdesshëm"
"6758","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","tanët"
"6759","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","shumica"
"6760","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","fortesave"
"6761","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","vepronte"
"6762","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","armën"
"6763","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","dëmtimet"
"6764","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","rreptë"
"6765","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","krenar"
"6766","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","internuar"
"6767","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","eliakimi"
"6768","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","shebna"
"6769","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","joahu"
"6770","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","hebraike"
"6771","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","ezekian"
"6772","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","arrogancë"
"6773","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","ninive"
"6774","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","punëtorëve"
"6775","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","shafani"
"6776","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","zabadi"
"6777","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","hananiahut"
"6778","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","serajahut"
"6779","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","mikaeli"
"6780","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","elieli"
"6781","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","uzit"
"6782","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","banit"
"6783","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","jerimothi"
"6784","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","shefatiahut"
"6785","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","imerit"
"6786","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","matithiahu"
"6787","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","këngëtarë"
"6788","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","këqijtë"
"6789","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","zakarian"
"6790","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","shkrues"
"6791","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","rrëzojnë"
"6792","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","festave"
"6793","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","stol"
"6794","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","largoheshin"
"6795","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","përqeshnin"
"6796","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","artakserksit"
"6797","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","artakserks"
"6798","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","ndërtim"
"6799","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","dar"
"6800","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","numërua"
"6801","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","plaçkitjes"
"6802","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","megjithëkëtë"
"6803","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","mjeruar"
"6804","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","rrethit"
"6805","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","rojtar"
"6806","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","mendonin"
"6807","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","mardokeun"
"6808","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","lëvdim"
"6809","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","adhuron"
"6810","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","trekëmbësh"
"6811","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","qara"
"6812","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","suza"
"6813","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","kali"
"6814","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","kalin"
"6815","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","satrapët"
"6816","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","ishujve"
"6817","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","furtuna"
"6818","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","mundimi"
"6819","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","barit"
"6820","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","gënjej"
"6821","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","vajtimin"
"6822","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","trembë"
"6823","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","hijes"
"6824","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","çlirohet"
"6825","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","përqeshin"
"6826","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","gllabëron"
"6827","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","shkulur"
"6828","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","shtojnë"
"6829","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","uriturit"
"6830","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","leqe"
"6831","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","turbullojnë"
"6832","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","themelin"
"6833","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","krimb"
"6834","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","rrëzon"
"6835","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","pranishmit"
"6836","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","lajka"
"6837","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","pikëlluarit"
"6838","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","justifikuar"
"6839","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","marrëzisë"
"6840","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","kotësisë"
"6841","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","arrogancën"
"6842","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","mjerët"
"6843","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","turpërofshin"
"6844","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","udhëheqë"
"6845","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","vërtetësi"
"6846","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","shenjtërinë"
"6847","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","ngazëlloni"
"6848","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","lëshoni"
"6849","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","çrrënjosur"
"6850","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","lavdëroj"
"6851","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","gjykohet"
"6852","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","turme"
"6853","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","diturie"
"6854","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","korrigjimin"
"6855","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","duruar"
"6856","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","përhapin"
"6857","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","kryelartësisë"
"6858","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","gardh"
"6859","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","dëshiruar"
"6860","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","kullotin"
"6861","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","gëzo"
"6862","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","lëngatë"
"6863","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","akuzojnë"
"6864","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","kujtohen"
"6865","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","gjallëromë"
"6866","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","fronet"
"6867","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","mbulohet"
"6868","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","shtohen"
"6869","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","dhunshëm"
"6870","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","kujtojë"
"6871","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","dashurie"
"6872","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","budallallëkun"
"6873","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","trashëgojë"
"6874","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","margaritarë"
"6875","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","ftohtë"
"6876","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","indinjuar"
"6877","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","thellësi"
"6878","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","padrejta"
"6879","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","zbuloj"
"6880","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","numërohet"
"6881","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","mundohen"
"6882","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","venë"
"6883","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","mikja"
"6884","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","purpur"
"6885","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","cjepve"
"6886","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","pastroj"
"6887","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","shkëlqimit"
"6888","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","pengese"
"6889","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","kullosë"
"6890","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","qaj"
"6891","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","rrënuar"
"6892","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","ngjallur"
"6893","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","prisnim"
"6894","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","nderim"
"6895","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","poç"
"6896","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","ngushëllimit"
"6897","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","hananiah"
"6898","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","vajto"
"6899","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","humbin"
"6900","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","sërish"
"6901","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","tremes"
"6902","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","ngjiteshe"
"6903","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","gjyqi"
"6904","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","javës"
"6905","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","shkopinj"
"6906","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","marisë"
"6907","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","bethlehem"
"6908","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","predikonte"
"6909","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","pagëzua"
"6910","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","demonizuar"
"6911","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","tagrambledhësit"
"6912","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","falni"
"6913","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","paralizuar"
"6914","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","ngrys"
"6915","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","udhë"
"6916","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","andrea"
